#;NAME;;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;F0;;;F1;;;F2;;;F3;;;PEPOCH;;DM;;;DM1;;;S400;;;S1400;;;BINARY;;T0;;;PB;;;A1;;;OM;;;ECC;;;TASC;;;EPS1;;;EPS2;;;DIST;ASSOC;SURVEY;PSR;
;;;;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(Hz);;;(s^-2);;;(s^-3);;;(s^-4);;;(MJD);;(cm^-3pc);;;(cm^-3pc/yr);;;(mJy);;;(mJy);;;(type);;(MJD);;;(days);;;(ltsec);;;(deg);;;;;;(MJD);;;;;;;;;(kpc);;;TYPE;
1942;J1748-2446ao;prf+24;J1748-2446ao;prf+24;17:48:05.14642;7.0e-05;prf+24;-24:46:36.14;3.0e-02;prf+24;-1.6;2.0e-01;prf+24;-5.243;0;prf+24;*;0;*;56943.753547;prf+24;3.842;1.687;439.68050153408;3.0e-11;prf+24;-1.68147E-14;2.0e-19;prf+24;2.1E-26;7.0e-27;prf+24;7.0E-35;3.0e-35;prf+24;56943.753547;prf+24;238.205;4.0e-03;prf+24;*;0;*;*;0;*;*;0;*;DDFWHE;prf+24;57384.379457;2.0e-06;prf+24;57.55567566;2.0e-08;prf+24;62.313928;6.0e-06;prf+24;245.290530;1.0e-05;prf+24;0.32488898;8.0e-08;prf+24;*;0;*;*;0;*;*;0;*;4.395;GC:Terzan5[prf+24];meerkat_trapum;*;
1943;J1748-2446ap;prf+24;J1748-2446ap;prf+24;17:48:05.1291;2.0e-04;prf+24;-24:46:29.8;1.0e-01;prf+24;-2.8;5.0e-01;prf+24;-5.243;0;prf+24;*;0;*;56674.129312;prf+24;3.844;1.688;267.04459254652;3.0e-11;prf+24;-2.189307E-14;9.0e-20;prf+24;1.57E-25;2.0e-27;prf+24;*;0;*;56674.129312;prf+24;239.74;6.0e-02;prf+24;*;0;*;*;0;*;*;0;*;DDFWHE;prf+24;56674.842648;3.0e-06;prf+24;21.38817354;3.0e-08;prf+24;13.20131;3.0e-05;prf+24;285.14;4.0e-02;prf+24;0.905186;4.0e-06;prf+24;*;0;*;*;0;*;*;0;*;4.410;GC:Terzan5[prf+24];meerkat_trapum;*;
1944;J1748-2446aq;prf+24;J1748-2446aq;prf+24;17:48:04.7344;2.0e-04;prf+24;-24:46:42.8;1.0e-01;prf+24;-1.7;5.0e-01;prf+24;-5.243;0;prf+24;*;0;*;56674.129312;prf+24;3.840;1.687;79.859813034659;7.0e-12;prf+24;4.56767E-15;9.0e-20;prf+24;2.303E-25;5.0e-28;prf+24;-6.0E-35;1.0e-35;prf+24;56674.129312;prf+24;238.941;7.0e-03;prf+24;*;0;*;*;0;*;*;0;*;BTX;prf+24;59220.484743;6.0e-06;prf+24;0.1186466909;3.0e-10;prf+24;0.025864;6.0e-06;prf+24;0.0;0;prf+24;0.0;0;prf+24;*;0;*;*;0;*;*;0;*;4.402;GC:Terzan5[prf+24];meerkat_trapum;*;
1945;J1748-2446ar;prf+24;J1748-2446ar;prf+24;17:48:04.6141;5.0e-04;prf+24;-24:46:45.4;2.0e-01;prf+24;*;0;*;-1.93;9.0e-02;prf+24;*;0;*;53500.0;prf+24;3.839;1.687;512.0823917730;1.0e-09;prf+24;6.94E-14;2.0e-16;prf+24;-3.9E-22;3.0e-23;prf+24;-2.9E-29;4.0e-30;prf+24;53500.0;prf+24;238.664;7.0e-03;prf+24;*;0;*;*;0;*;*;0;*;BTX;prf+24;53495.2744189;5.0e-07;prf+24;0.513338728;5.0e-09;prf+24;1.498554;8.0e-06;prf+24;0.0;0;prf+24;0.0;0;prf+24;*;0;*;*;0;*;*;0;*;4.400;GC:Terzan5[prf+24];meerkat_trapum;*;
1946;J1748-2446as;prf+24;J1748-2446as;prf+24;17:48:04.65947;5.0e-05;prf+24;-24:46:40.22;2.0e-02;prf+24;-2.0;1.0e+00;prf+24;-12;6.0e+00;prf+24;*;0;*;56674.12585;prf+24;3.840;1.688;429.838515818049;9.0e-12;prf+24;-4.729570E-14;1.0e-19;prf+24;5.864E-25;7.0e-28;prf+24;7.0E-35;3.0e-35;prf+24;56674.12585;prf+24;238.2110;1.0e-03;prf+24;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.396;GC:Terzan5[prf+24];meerkat_trapum;*;
1947;J1748-2446at;prf+24;J1748-2446at;prf+24;17:48:05.36261;3.0e-05;prf+24;-24:46:47.07;1.0e-02;prf+24;*;0;*;-7;3.0e+00;prf+24;*;0;*;56500.0;prf+24;3.840;1.685;456.999686853575;9.0e-12;prf+24;1.232138E-14;8.0e-20;prf+24;1.583E-25;6.0e-28;prf+24;-5.0E-35;1.0e-35;prf+24;56500.0;prf+24;239.469;2.0e-03;prf+24;*;0;*;*;0;*;*;0;*;BTX;prf+24;59097.7002667;4.0e-07;prf+24;0.21888293276;9.0e-11;prf+24;0.1006520;1.0e-06;prf+24;0.0;0;prf+24;0.0;0;prf+24;*;0;*;*;0;*;*;0;*;4.405;GC:Terzan5[prf+24];meerkat_trapum;*;
1948;J1748-2446au;prf+24;J1748-2446au;prf+24;17:48:04.90740;9.0e-05;prf+24;-24:46:47.75;4.0e-02;prf+24;-2.2;3.0e-01;prf+24;-5.243;0;prf+24;*;0;*;56668.690131;prf+24;3.839;1.686;219.866467697210;1.0e-11;prf+24;5.16270E-15;1.0e-19;prf+24;1.93E-25;9.0e-27;prf+24;-8.0E-35;2.0e-35;prf+24;56668.690131;prf+24;238.080;1.0e-02;prf+24;*;0;*;*;0;*;*;0;*;DDFWHE;prf+24;56668.18017;9.0e-05;prf+24;5.97946220;1.0e-07;prf+24;6.545721;6.0e-06;prf+24;265.9350;1.0e-03;prf+24;0.0256950;1.0e-06;prf+24;*;0;*;*;0;*;*;0;*;4.393;GC:Terzan5[prf+24];meerkat_trapum;*;
1949;J1748-2446av;prf+24;J1748-2446av;prf+24;17:48:05.0263;1.0e-04;prf+24;-24:46:43.38;4.0e-02;prf+24;-1.7;2.0e-01;prf+24;*;0;*;*;0;*;56674.105395;prf+24;3.840;1.686;540.70167993111;2.0e-11;prf+24;1.242661E-14;6.0e-20;prf+24;-6.440E-25;1.0e-27;prf+24;*;0;*;56674.105395;prf+24;238.909;2.0e-03;prf+24;*;0;*;*;0;*;*;0;*;ELL1H;prf+24;*;0;*;3.381657341;3.0e-09;prf+24;1.250826;2.0e-06;prf+24;203.1;8.0e-01;prf+24;0.000255;0.0e+00;prf+24;55652.8716530;1.0e-06;prf+24;-9.9E-5;3.0e-06;prf+24;-0.000235;4.0e-06;prf+24;4.401;GC:Terzan5[prf+24];meerkat_trapum;*;
1950;J1748-2446aw;prf+24;J1748-2446aw;prf+24;17:48:05.41293;6.0e-05;prf+24;-24:46:50.04;2.0e-02;prf+24;-2.20;1.0e-01;prf+24;*;0;*;*;0;*;56500.0;prf+24;3.839;1.684;76.633768847072;2.0e-12;prf+24;-7.67252E-14;2.0e-19;prf+24;1.440E-26;1.0e-28;prf+24;-8.0E-36;3.0e-36;prf+24;56500.0;prf+24;239.310;2.0e-03;prf+24;*;0;*;*;0;*;*;0;*;ELL1H;prf+24;*;0;*;0.73135857362;5.0e-11;prf+24;3.7257710;1.0e-06;prf+24;186.9;9.0e-01;prf+24;8.52E-5;0.0e+00;prf+24;59351.17308627;0;prf+24;-1.40E-5;1.0e-06;prf+24;-8.40E-5;1.0e-06;prf+24;4.403;GC:Terzan5[prf+24];meerkat_trapum;*;
1951;J1748-2446ax;prf+24;J1748-2446ax;prf+24;17:48:04.46628;6.0e-05;prf+24;-24:46:52.79;2.0e-02;prf+24;-2.7;2.0e-01;prf+24;-18;6.0e+00;prf+24;*;0;*;56668.717373;prf+24;3.837;1.687;514.53606048707;2.0e-11;prf+24;2.52821E-15;2.0e-20;prf+24;-7.81E-25;3.0e-27;prf+24;10.0E-35;3.0e-35;prf+24;56668.717373;prf+24;235.449;2.0e-03;prf+24;*;0;*;*;0;*;*;0;*;DD;prf+24;56654.29790;1.0e-04;prf+24;30.2088380;1.0e-06;prf+24;14.3296760;1.0e-06;prf+24;187.0720;1.0e-03;prf+24;0.00915420;1.0e-07;prf+24;*;0;*;*;0;*;*;0;*;4.368;GC:Terzan5[prf+24];meerkat_trapum;*;
1952;J1748-2815;nie+20;J1748-2815;nie+20;17:48;0;nie+20;-28:15;0;nie+20;*;0;*;*;0;*;*;0;*;*;*;0.858;-0.091;9.98;0;nie+20;-3.52E-13;0;nie+20;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;GRS:[nie+20];FermiBlind;NRAD[nie+20];
1953;J1748-30;ncb+15;J1748-30;ncb+15;17:48;5.0e+00;ncb+15;-30:17;7.0e+00;ncb+15;*;0;*;*;0;*;*;0;*;56657.00;*;359.117;-1.141;2.612776;5.0e-06;ncb+15;*;0;*;*;0;*;*;0;*;56657;ncb+15;584;5.0e+00;ncb+15;*;0;*;*;0;*;0.16;0;ncb+15;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;13.823;*;htru_pks;*;
1954;J1748-3009;kek+13;J1748-3009;kek+13;17:48:23.7582;3.0e-04;pbm+19;-30:09:11.28;4.0e-02;pbm+19;*;0;*;*;0;*;*;0;*;54788.00;*;359.272;-1.147;103.26352668931;4.0e-11;pbm+19;3.817E-16;2.0e-19;pbm+19;-2.2E-26;3.0e-27;pbm+19;*;0;*;54788;pbm+19;420.2;0;kek+13;*;0;*;*;0;*;1.4;0;kek+13;BT;pbm+19;56999.183308;4.0e-06;pbm+19;2.93382034;2.0e-08;pbm+19;1.320085;9.0e-06;pbm+19;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.054;*;pksmb,htru_pks;*;
1955;J1749+16;dsm+16;J1749+16;dsm+16;17:49:29;3.2e+01;dsm+16;+16:24;8.0e+00;dsm+16;*;0;*;*;0;*;*;0;*;57022.00;*;41.208;20.900;0.432591;0;dsm+16;*;0;*;*;0;*;*;0;*;57022;dsm+16;59.6;0;dsm+16;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;7.383;*;ar327;*;
1956;J1749+5952;scb+19;J1749+5952;scb+19;17:49:33.228;2.0e-03;tbc+20;+59:52:36.13;1.0e-02;tbc+20;*;0;*;*;0;*;*;0;*;57751.00;*;88.621;30.900;2.293362580627;1.1e-11;tbc+20;-7.99E-16;3.0e-18;tbc+20;*;0;*;*;0;*;57751;tbc+20;45.0694;4.0e-04;tbc+20;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;25.000;*;lotaas;*;
1957;J1749-2146;ccb+20;J1749-2146;ccb+20;17:49:21.241;1.9e-02;ccb+20;-21:46:31;1.0e+01;ccb+20;*;0;*;*;0;*;*;0;*;57656.00;*;6.568;2.981;0.368384428817;1.7e-11;ccb+20;-9.604E-16;1.0e-18;ccb+20;*;0;*;*;0;*;57656;ccb+20;260;2.0e+01;ccb+20;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;9.601;*;htru_pks;*;
1958;J1749-2347;hfs+04;J1749-2347;hfs+04;17:49:15.61;1.2e-01;hfs+04;-23:47:17;8.2e+01;hfs+04;*;0;*;*;0;*;*;0;*;52055.00;*;4.828;1.967;1.14352903909;4.0e-11;hfs+04;-3.1692E-15;1.3e-18;hfs+04;*;0;*;*;0;*;52055.0;hfs+04;344;4.0e+00;hfs+04;*;0;*;*;0;*;0.13;2.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.645;*;pksmb;*;
1959;J1749-2629;mhl+02;J1749-2629;mhl+02;17:49:11.28;5.0e-02;mhl+02;-26:29:10;1.9e+01;mhl+02;*;0;*;*;0;*;*;0;*;51495.00;*;2.505;0.593;0.74884614571;7.0e-11;mhl+02;-9.62E-16;1.5e-17;mhl+02;*;0;*;*;0;*;51495.0;mhl+02;409;1.1e+01;mhl+02;*;0;*;*;0;*;0.7;2.0e-01;mhl+02;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.196;*;pksmb,htru_pks;*;
1960;B1746-30;jlm+92;J1749-3002;jlm+92;17:49:13.49;2.8e-02;hlk+04;-30:02:35;3.2e+00;hlk+04;*;0;*;*;0;*;*;0;*;50279.0;hlk+04;359.459;-1.244;1.63968389547;4.0e-11;hlk+04;-2.11608E-14;3.0e-19;hlk+04;-3.5E-26;8.0e-27;hlk+04;*;0;*;50279.0;hlk+04;509.4;3.0e-01;hlk+04;*;0;*;12.7;0;lylg95;4.1;8.0e-01;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.803;*;pks1,htru_pks,pksmb;*;
1961;J1749-4931;bbb+12;J1749-4931;bbb+12;17:49:23.77;4.0e-02;bbb+12;-49:31:59;2.0e+00;bbb+12;*;0;*;*;0;*;*;0;*;55000.00;*;342.522;-11.095;2.243046129;1.1e-08;bbb+12;-2.97E-15;1.1e-16;bbb+12;*;0;*;*;0;*;55000;bbb+12;55.3;5.0e-01;tjb+14;*;0;*;*;0;*;0.1;0;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;1.980;*;htru_pks;*;
1962;J1749-5417;bsb+19;J1749-5417;bsb+19;17:49:47.06;3.0e-02;bsb+19;-54:17:30.7;3.0e-01;bsb+19;*;0;*;*;0;*;*;0;*;56388.00;*;338.275;-13.427;3.25122101704;7.0e-11;bsb+19;-1.581E-15;8.0e-18;bsb+19;*;0;*;*;0;*;56388;bsb+19;69;0;bsb+19;*;0;*;*;0;*;0.321;9.0e-03;bsb+19;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.279;*;htru_pks;*;
1963;B1745-56;mlt+78;J1749-5605;mlt+78;17:49:44.5;1.0e-01;nmc81;-56:05:19;3.0e+00;nmc81;*;0;*;*;0;*;*;0;*;43558.85;*;336.637;-14.262;0.7505762250;4.0e-10;nmc81;-1.194E-15;1.7e-17;nmc81;*;0;*;*;0;*;43558.8546;nmc81;58;5.0e+00;nmc81;*;0;*;3;0;tml93;0.635;1.5e-02;xwh+19;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;2.493;*;mol2,htru_pks;*;
1964;J1750+07;dsm+16;J1750+07;dsm+16;17:50:40;3.1e+01;dsm+16;+07:33;8.0e+00;dsm+16;*;0;*;*;0;*;*;0;*;57022.00;*;32.841;16.925;0.523887;0;dsm+16;*;0;*;*;0;*;*;0;*;57022;dsm+16;55.6;0;whx+23;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.778;*;ar327,fast_gpps;*;
1965;J1750-2043;lfl+06;J1750-2043;lfl+06;17:50:18.4;5.0e-01;lfl+06;-20:43:08;7.5e+01;lfl+06;*;0;*;*;0;*;*;0;*;52923.00;*;7.591;3.331;0.17733492662;9.0e-11;lfl+06;-2.5E-16;5.0e-17;lfl+06;*;0;*;*;0;*;52923.0;lfl+06;239;7.0e+00;lfl+06;*;0;*;*;0;*;0.24;0;lfl+06;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;8.838;*;pksmb;*;
1966;J1750-2438;mhl+02;J1750-2438;mhl+02;17:50:59.787;9.0e-03;mhl+02;-24:38:58;7.0e+00;mhl+02;*;0;*;*;0;*;*;0;*;51491.00;*;4.291;1.185;1.402929806380;1.8e-11;mhl+02;-2.1250E-14;4.0e-18;mhl+02;*;0;*;*;0;*;51491.0;mhl+02;476;5.0e+00;mhl+02;*;0;*;*;0;*;0.50;1.0e-01;mhl+02;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.848;*;pksmb,htru_pks;*;
1967;J1750-2444;hfs+04;J1750-2444;hfs+04;17:50:22.96;8.0e-02;hfs+04;-24:44:47;4.2e+01;hfs+04;*;0;*;*;0;*;*;0;*;51835.00;*;4.136;1.255;1.11188112412;6.0e-11;hfs+04;-3.26E-16;3.0e-18;hfs+04;*;0;*;*;0;*;51835.0;hfs+04;331;4.0e+00;hfs+04;*;0;*;*;0;*;0.27;4.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.860;*;pksmb,htru_pks;*;
1968;J1750-2536;kek+13;J1750-2536;kek+13;17:50:33.39;2.0e-02;kek+13;-25:36:43;3.0e+00;kek+13;*;0;*;*;0;*;*;0;*;50593.80;*;3.413;0.778;28.777763;7.0e-06;kek+13;*;0;*;*;0;*;*;0;*;50593.8;kek+13;179.395;9.0e-03;sbm+22;*;0;*;*;0;*;0.107;5.0e-03;sbm+22;BT;kek+13;56069.27;3.0e-02;kek+13;17.141650;4.0e-06;kek+13;20.06096;5.0e-05;kek+13;54.7;7.0e-01;kek+13;0.000392;4.0e-06;kek+13;*;0;*;*;0;*;*;0;*;3.227;*;pksmb,htru_pks;*;
1969;J1750-28;ncb+15;J1750-28;ncb+15;17:50:04.0;2.0e-01;ncb+15;-28:45;7.0e+00;ncb+15;*;0;*;*;0;*;*;0;*;56783.00;*;0.663;-0.737;0.7689272522;5.0e-10;ncb+15;-3.42E-15;1.2e-16;ncb+15;*;0;*;*;0;*;56783;ncb+15;388;1.2e+01;ncb+15;*;0;*;*;0;*;0.09;0;ncb+15;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.069;*;htru_pks;*;
1970;B1747-31;jlm+92;J1750-3157;jlm+92;17:50:47.318;8.4e-03;hlk+04;-31:57:44.1;5.8e-01;hlk+04;*;0;*;*;0;*;*;0;*;50271.0;hlk+04;357.982;-2.516;1.098462939960;5.0e-12;hlk+04;-2.3712E-16;4.0e-20;hlk+04;-4.2E-28;9.6e-28;hlk+04;*;0;*;50271.0;hlk+04;206.34;4.0e-02;hlk+04;*;0;*;*;0;*;1.40;2.0e-02;jsd+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;4.340;*;pks1,htru_pks,misc,pksmb;*;
1971;J1750-3503;mld+96;J1750-3503;mld+96;17:50:44.501;6.0e-03;dsb+98;-35:03:08.9;5.0e-01;dsb+98;*;0;*;*;0;*;*;0;*;48735.00;*;355.314;-4.082;1.46195922966;7.0e-11;dsb+98;-8.14E-17;9.0e-19;dsb+98;*;0;*;*;0;*;48735.0;dsb+98;189.35;2.0e-02;dsb+98;*;0;*;29;0;mld+96;0.79;9.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.863;*;pks70,gbncc,htru_pks,misc,pksmb;*;
1972;J1750-3703A;dpm+01a;J1750-3703A;dpm+01a;17:50:13.8016;5.0e-04;frb+08;-37:03:10.95;2.0e-02;frb+08;-2.55;3.0e-02;vb21;-5.35;3.0e-02;vb21;0.083;1.1e-02;vb21;54000.00;*;353.532;-5.009;8.96050624775;3.0e-11;frb+08;-4.545E-16;6.0e-19;frb+08;*;0;*;*;0;*;54000.0;frb+08;233.82;3.0e-02;frb+08;*;0;*;*;0;*;*;0;*;BT;frb+08;54003.127812;1.1e-05;frb+08;17.3342759;7.0e-07;frb+08;24.39312;8.0e-05;frb+08;131.3547;2.0e-04;frb+08;0.712431;2.0e-06;frb+08;*;0;*;*;0;*;*;0;*;12.730;GC:NGC6441;misc;*;
1973;J1750-3703B;frb+08;J1750-3703B;frb+08;17:50:12.1770;4.0e-04;frb+08;-37:03:22.93;2.0e-02;frb+08;-2.55;3.0e-02;vb21;-5.35;3.0e-02;vb21;0.083;1.1e-02;vb21;54000.00;*;353.526;-5.006;164.62146212170;1.6e-10;frb+08;-5.20E-16;1.1e-17;frb+08;*;0;*;*;0;*;54000.0;frb+08;234.391;9.0e-03;frb+08;*;0;*;*;0;*;*;0;*;BT;frb+08;54002.7705;1.1e-03;frb+08;3.60511446;5.0e-08;frb+08;2.865858;1.3e-05;frb+08;323.07;1.1e-01;frb+08;0.004046;9.0e-06;frb+08;*;0;*;*;0;*;*;0;*;12.730;GC:NGC6441;misc;*;
1974;J1750-3703C;frb+08;J1750-3703C;frb+08;17:50:13.4541;7.0e-04;frb+08;-37:03:05.58;3.0e-02;frb+08;-2.55;3.0e-02;vb21;-5.35;3.0e-02;vb21;0.083;1.1e-02;vb21;54000.00;*;353.533;-5.007;37.63830424257;6.0e-11;frb+08;1.411E-15;4.0e-18;frb+08;*;0;*;*;0;*;54000.0;frb+08;230.67;2.0e-02;frb+08;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.730;GC:NGC6441;misc;*;
1975;J1750-3703D;frb+08;J1750-3703D;frb+08;17:50:13.0969;4.0e-04;frb+08;-37:03:06.368;1.7e-02;frb+08;-2.55;3.0e-02;vb21;-5.35;3.0e-02;vb21;0.083;1.1e-02;vb21;54000.00;*;353.532;-5.006;194.55492232569;1.5e-10;frb+08;-1.8652E-14;9.0e-18;frb+08;*;0;*;*;0;*;54000.0;frb+08;230.09;1.7e-01;frb+08;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.730;GC:NGC6441;misc;*;
1976;J1751-2516;mhl+02;J1751-2516;mhl+02;17:51:52.63;6.0e-02;mhl+02;-25:16:43;2.6e+01;mhl+02;*;0;*;*;0;*;*;0;*;51383.00;*;3.852;0.692;2.5326985081;6.0e-10;mhl+02;-1.6964E-14;1.6e-17;mhl+02;-3.7E-24;4.1e-24;mhl+02;*;0;*;51383.0;mhl+02;556;3.0e+00;mhl+02;*;0;*;*;0;*;0.22;4.0e-02;mhl+02;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.182;*;pksmb,htru_pks;*;
1977;J1751-2737;bdf+17;J1751-2737;bdf+17;17:51:12.65;2.0e-02;bdf+17;-27:37:19.8;3.0e-01;bdf+17;*;0;*;*;0;*;*;0;*;*;*;1.761;-0.376;448.430493;0;bdf+17;*;0;*;*;0;*;*;0;*;*;*;260;0;bdf+17;*;0;*;*;0;*;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.483;*;misc;*;
1978;J1751-2857;sfl+05;J1751-2857;sfl+05;17:51:32.686839;5.2e-06;sbf+24;-28:57:46.5776;7.2e-04;sbf+24;-7.38;4.0e-02;abb+23;-4.5;4.0e-01;abb+23;1.1;4.0e-01;abb+23;59150;sbf+24;0.646;-1.124;255.43611088568;2.0e-11;abb+23;-7.3239E-16;8.0e-20;abb+23;*;0;*;*;0;*;55000;abb+23;42.810;1.0e-02;abb+23;3.0E-5;1.0e-03;abb+23;*;0;*;0.461;9.0e-03;sbm+22;T2;abb+23;52491.572;2.0e-03;abb+23;110.746460850;1.0e-08;abb+23;32.5282233;8.0e-07;abb+23;45.501;5.0e-03;abb+23;0.000127920;1.0e-08;abb+23;*;0;*;*;0;*;*;0;*;1.088;*;pksmb,htru_pks;*;
1979;J1751-3323;kbm+03;J1751-3323;kbm+03;17:51:32.725;1.1e-02;ywml10;-33:23:39.6;9.0e-01;ywml10;*;0;*;*;0;*;*;0;*;53750;ywml10;356.829;-3.382;1.8240615852;2.0e-10;ywml10;-2.938E-14;2.0e-17;ywml10;*;0;*;*;0;*;54500;ywml10;296.7;6.0e-01;kbm+03;*;0;*;*;0;*;1.67;2.0e-02;jsd+21;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;14.283;*;pksmb,htru_pks,misc;*;
1980;B1747-46;wvl69;J1751-4657;wvl69;17:51:42.196;2.0e-03;jbv+19;-46:57:26.53;5.0e-02;jbv+19;-13;5.0e+00;jbv+19;-59;7.0e+00;jbv+19;*;0;*;57600;jbv+19;345.002;-10.178;1.3470669440660;1.0e-12;jbv+19;-2.35510E-15;1.0e-19;jbv+19;*;0;*;*;0;*;57600;jbv+19;20.4;4.0e-01;dmk+93;*;0;*;70;0;tml93;6.6;1.3e+00;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;0.739;*;misc,htru_pks,mol2,pks70,pkssw;*;
1981;J1752+2359;fcwa95;J1752+2359;fcwa95;17:52:35.42;2.0e-02;lwf+04;+23:59:48.2;2.0e-01;lwf+04;*;0;*;*;0;*;*;0;*;*;*;49.098;23.074;2.444683;0;dmo+24;-3.841e-15;0;dmo+24;*;0;*;*;0;*;*;*;36.2;0;dmo+24;*;0;*;3.5;3.0e-01;lwf+04;*;0;*;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;3.031;*;ar4,ar327,lotaas;*;
1982;J1752-2410;hfs+04;J1752-2410;hfs+04;17:52:58.742;1.5e-02;hfs+04;-24:10:26;1.5e+01;hfs+04;*;0;*;*;0;*;*;0;*;51865.00;*;4.930;1.039;5.23459646155;5.0e-11;hfs+04;-1.6926E-14;2.0e-18;hfs+04;*;0;*;*;0;*;51865.0;hfs+04;508.3;9.0e-01;hfs+04;*;0;*;*;0;*;0.47;6.0e-02;hfs+04;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;12.402;*;pksmb,htru_pks;*;
1983;B1749-28;tv68;J1752-2806;tv68;17:52:58.6896;1.7e-03;hlk+04;-28:06:37.3;3.0e-01;hlk+04;-4;6.0e+00;fgml97;-5;5.0e+00;fgml97;*;0;*;46483.0;hlk+04;1.540;-0.961;1.77759563969;8.0e-11;hlk+04;-2.56868E-14;3.0e-19;hlk+04;1.3E-26;3.0e-27;hlk+04;*;0;*;46483.0;hlk+04;50.372;8.0e-03;hlk+04;*;0;*;1100;1.0e+02;lylg95;48;1.0e+01;jk18;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;0.200;*;mol1,htru_pks,jb1,jb2,misc,mol2,pks1,pks70,pksmb;*;
1984;J1752-2821;mhl+02;J1752-2821;mhl+02;17:52:24.55;3.0e-02;mhl+02;-28:21:10;9.0e+00;mhl+02;*;0;*;*;0;*;*;0;*;50974.00;*;1.267;-0.976;1.56193989928;9.0e-11;mhl+02;-8.46E-15;4.0e-17;mhl+02;*;0;*;*;0;*;50974.0;mhl+02;516.3;1.3e+00;mhl+02;*;0;*;*;0;*;0.32;6.0e-02;mhl+02;*;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;*;0;*;5.440;*;pksmb,htru_pks;*;
